case,test_name,partner,base_url,admin_username,admin_password,login_username,login_password,
test_4418,eSearch - Fields display in results - Single - Add to gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4419,eSearch - Fields display in results - Multiple - Add to gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4420,eSearch - Fields display in results - Single - Add to gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4421,eSearch - Fields display in results - Multiple - Add to gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4422,eSearch - Fields display in results - Single - channel - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4423,eSearch - Fields display in results - Multiple - channel - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4436,eSearch - Fields display in results - Search in entry page - Video,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4437,eSearch - Fields display in results - Search in entry page - Quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4438,eSearch - Fields display in results - Search in entry page - Polls - webcast - Quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4439,eSearch - Fields display in results - Search in entry page - Captions,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4051,eSearch - Filter by Captions - with search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4440,eSearch - Filter by Captions - no search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4441,eSearch - Filter by Captions - Dependency with other filters - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4442,eSearch - Filter by Captions - with search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4443,eSearch - Filter by Captions - no search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4444,eSearch - Filter by Captions - with search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4445,eSearch - Filter by Captions - no search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4446,Filter by Captions - with search - Global page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4447,Filter by Captions - with search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4448,Filter by Captions - no search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4449,Filter by Captions - with search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4450,Filter by Captions - no search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4451,Filter by Captions - with search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4452,Filter by Captions - no search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4453,Filter by Captions - with search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4454,Filter by Captions - no search - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4456,Filter by Captions - no search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4457,Filter by Captions - with search - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4459,Filter by Captions - with search - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4460,Filter by Captions - no search - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4461,Filter by Captions - with search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4462,Filter by Captions - no search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4463,Filter by Duration - Dependency with other filters - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4464,Filter by Duration - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4466,Filter by Duration - with search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4467,Filter by Duration - no search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4468,Filter by Duration - no search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4469,Filter by Duration - with search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4470,Filter by Duration - no search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4471,Filter by Duration - with search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4472,Filter by Duration - with search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4473,Filter by Duration - no search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4474,Filter by Duration - with search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4475,Filter by Duration - no search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4476,Filter by Duration - with search - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4477,Filter by Duration - no search - Add to channel - SR Tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4478,Filter by Duration - with search - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4479,Filter by Duration - no search - Add to Gallery - SR Tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4480,Filter by Duration - with search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4481,Filter by Duration - no search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4484,Filter by Scheduling - Depedency with other filters - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4485,Filter by Scheduling - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4486,Filter by Scheduling - with search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4487,Filter by Scheduling - no search - Channel page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4488,Filter by Scheduling - with search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4489,Filter by Scheduling - no search - Category page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4490,Filter by Scheduling - with search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4491,Filter by Scheduling - no search - Category page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4492,Filter by Scheduling - with search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4493,Filter by Scheduling - no search - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4494,Filter by Scheduling - with search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4495,Filter by Scheduling - no search - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4496,Filter by Scheduling - with search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4497,Filter by Scheduling - no search - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4498,Filter by Scheduling - with search - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4499,Filter by Scheduling - no search - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4500,Filter by Scheduling - with search - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4501,Filter by Scheduling - no search - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4503,Filter by Publish Statuses - Dependency with other filters - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4504,Filter by Publish Statuses - with search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4505,Filter by Publish Statuses - no search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4506,Filter by Scheduling - with search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4507,Filter by Scheduling - no search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4508,Filter by Duration - with search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4509,Filter by Duration - no search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4510,Filter by Captions - with search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4511,Filter by Captions - no search - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4514,Filter by custom-data - with search - My Media - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4515,Filter by custom-data - no search - My Media - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4516,Filter by custom-data - with search - Global Page - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4517,Filter by custom-data - with search - Channel page - media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4518,Filter by custom-data - no search - Channel page - media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4519,Filter by custom-data - with search - Category page - media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4520,Filter by custom-data - no search - Category page - media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4521,Filter by custom-data - with search - Category page - pending tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4522,Filter by custom-data - no search - Category page - pending tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4523,Filter by custom-data - with search - Add new quiz - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4524,Filter by custom-data - no search - Add new quiz - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4525,Filter by custom-data - with search - Add to channel - My Media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4526,Filter by custom-data - no search - Add to channel - My Media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4527,Filter by custom-data - with search - Add to Gallery - My media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4528,Filter by custom-data - no search - Add to Gallery - My media tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4529,Filter by custom-data - with search - Add to channel - SR tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4530,Filter by custom-data - no search - Add to channel - SR tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4531,Filter by custom-data - with search - Add to Gallery - SR tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4532,Filter by custom-data - no search - Add to Gallery - SR tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4545,Filter by Ownership - with search - media owner - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4553,Filter by Ownership - with search - co editor - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4554,Filter by Ownership - with search - co publisher - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4555,Filter by Ownership - with search - co publisher and co editor - Global Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4563,Filter by Ownership - Dependency with other filters - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4565,Filter by Ownership - with search - media owner - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4566,Filter by Ownership - with search - co editor - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4567,Filter by Ownership - with search - co publisher - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4568,Filter by Ownership - with search - co publisher and co editor - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4569,Filter by Ownership - no search - media owner - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4570,Filter by Ownership - no search - co editor - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4571,Filter by Ownership - no search - co publisher - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4572,Filter by Ownership - no search - co publisher and co editor - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4573,Filter by Ownership - with search - media owner - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4574,Filter by Ownership - with search - co editor - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4575,Filter by Ownership - with search - co publisher - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4576,Filter by Ownership - with search - co publisher and co editor - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4577,Filter by Ownership - no search - media owner - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4578,Filter by Ownership - no search - co editor - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4579,Filter by Ownership - no search - co publisher - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4580,Filter by Ownership - no search - co publisher and co editor - Channel Page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4581,Filter by Ownership - with search - media owner - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4582,Filter by Ownership - with search - co editor - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4583,Filter by Ownership - with search - co publisher - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4584,Filter by Ownership - with search - co publisher and co editor - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4585,Filter by Ownership - no search - media owner - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4586,Filter by Ownership - no search - co editor - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4587,Filter by Ownership - no search - co publisher - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4588,Filter by Ownership - no search - co publisher and co editor - Category Page - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4589,Filter by Ownership - with search - media owner - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4590,Filter by Ownership - with search - co editor - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4591,Filter by Ownership - with search - co publisher - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4592,Filter by Ownership - with search - co publisher and co editor - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4593,Filter by Ownership - no search - media owner - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4594,Filter by Ownership - no search - co editor - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4595,Filter by Ownership - no search - co publisher - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4596,Filter by Ownership - no search - co publisher and co editor - Category Page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4597,Filter by Ownership - with search - media owner - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4598,Filter by Ownership - with search - co editor - Add new quiz page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4599,Filter by Ownership - with search - co publisher - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4600,Filter by Ownership - with search - co publisher and co editor - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4601,Filter by Ownership - no search - media owner - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4602,Filter by Ownership - no search - co editor - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4603,Filter by Ownership - no search - co publisher - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4604,Filter by Ownership - no search - co publisher and co editor - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4605,Filter by Ownership - with search - media owner - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4606,Filter by Ownership - with search - co editor - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4607,Filter by Ownership - with search - co publisher - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4608,Filter by Ownership - with search - co publisher and co editor - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4609,Filter by Ownership - no search - media owner - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4610,Filter by Ownership - no search - co editor - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4611,Filter by Ownership - no search - co publisher - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4612,Filter by Ownership - no search - co publisher and co editor - Add to channel - My Media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4613,Filter by Ownership - with search - media owner - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4614,Filter by Ownership - with search - co editor - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4615,Filter by Ownership - with search - co publisher - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4616,Filter by Ownership - with search - co publisher and co editor - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4617,Filter by Ownership - no search - media owner - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,adminForEsearch,123456,
test_4618,Filter by Ownership - no search - co editor - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4619,Filter by Ownership - no search - co publisher - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,privateForEsearch,123456,
test_4620,Filter by Ownership - no search - co publisher and co editor - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,unmodForEsearch,123456,
test_4682,Approve/Reject - with search - Channel Page - Pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4683,Filter by Duration - with search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4684,Filter by Duration - no search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4685,Filter by Scheduling - with search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4686,Filter by Scheduling - no search - Channel page - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4687,Filter by custom-data - with search - Channel page - pending tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
test_4688,Filter by custom-data - no search - Channel page - pending tab - negative and positive,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,admin,123456,
